year,IPC2
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,2.29e-05
1942,8.669999999999999e-05
1943,0.000184
1944,0.000308
1945,0.00045200000000000004
1946,0.000607
1947,0.000768
1948,0.0009260000000000001
1949,0.00107
1950,0.00121
1951,0.00133
1952,0.00145
1953,0.00157
1954,0.0016899999999999999
1955,0.00181
1956,0.0019299999999999999
1957,0.0020499999999999997
1958,0.00217
1959,0.00229
1960,0.0024100000000000002
1961,0.0025299999999999997
1962,0.00263
1963,0.00272
1964,0.00281
1965,0.0029
1966,0.003
1967,0.00312
1968,0.00326
1969,0.0034300000000000003
1970,0.00363
1971,0.00401
1972,0.004690000000000001
1973,0.00561
1974,0.006730000000000001
1975,0.007980000000000001
1976,0.00932
1977,0.0107
1978,0.012
1979,0.013300000000000001
1980,0.0145
1981,0.0157
1982,0.017
1983,0.0184
1984,0.019899999999999998
1985,0.0213
1986,0.022600000000000002
1987,0.0237
1988,0.0246
1989,0.0252
1990,0.0437
1991,0.0629
1992,0.0925
1993,0.202
1994,0.266
1995,0.345
1996,0.434
1997,0.451
1998,0.572
1999,0.723
2000,0.817
2001,0.792
2002,0.812
2003,0.838
2004,0.892
2005,0.93
2006,0.969
2007,0.997
2008,0.997
2009,1.03
2010,0.876
2011,0.839
2012,0.892
2013,0.856
2014,0.805
2015,0.627
2016,0.673
2017,0.557
2018,0.618
2019,0.469
2020,0.44
2021,0.372
2022,0.328
