year,IPC1,IPC2
1750,,0.0
1751,,0.0
1752,,0.0
1753,,0.0
1754,,0.0
1755,,0.0
1756,,0.0
1757,,0.0
1758,,0.0
1759,,0.0
1760,,0.0
1761,,0.0
1762,,0.0
1763,,0.0
1764,,0.0
1765,,0.0
1766,,0.0
1767,,0.0
1768,,0.0
1769,,0.0
1770,,0.0
1771,,0.0
1772,,0.0
1773,,0.0
1774,,0.0
1775,,0.0
1776,,0.0
1777,,0.0
1778,,0.0
1779,,0.0
1780,,0.0
1781,,0.0
1782,,0.0
1783,,0.0
1784,,0.0
1785,,0.0
1786,,0.0
1787,,0.0
1788,,0.0
1789,,0.0
1790,,0.0
1791,,0.0
1792,,0.0
1793,,0.0
1794,,0.0
1795,,0.0
1796,,0.0
1797,,0.0
1798,,0.0
1799,,0.0
1800,,0.0
1801,,0.0
1802,,0.0
1803,,0.0
1804,,0.0
1805,,0.0
1806,,0.0
1807,,0.0
1808,,0.0
1809,,0.0
1810,,0.0
1811,,0.0
1812,,0.0
1813,,0.0
1814,,0.0
1815,,0.0
1816,,0.0
1817,,0.0
1818,,0.0
1819,,0.0
1820,,0.0
1821,,0.0
1822,,0.0
1823,,0.0
1824,,0.0
1825,,0.0
1826,,0.0
1827,,0.0
1828,,0.0
1829,,0.0
1830,,0.0
1831,,0.0
1832,,0.0
1833,,0.0
1834,,0.0
1835,,0.0
1836,,0.0
1837,,0.0
1838,,0.0
1839,,0.0
1840,,0.0
1841,,0.0
1842,,0.0
1843,,0.0
1844,,0.0
1845,,0.0
1846,,0.0
1847,,0.0
1848,,0.0
1849,,0.0
1850,,0.0
1851,,0.0
1852,,0.0
1853,,0.0
1854,,0.0
1855,,0.0
1856,,0.0
1857,,0.0
1858,,0.0
1859,,0.0
1860,,0.0
1861,,0.0
1862,,0.0
1863,,0.0
1864,,0.0
1865,,0.0
1866,,0.0
1867,,0.0
1868,,0.0
1869,,0.0
1870,,0.0
1871,,0.0
1872,,0.0
1873,,0.0
1874,,0.0
1875,,0.0
1876,,0.0
1877,,0.0
1878,,0.0
1879,,0.0
1880,,0.0
1881,,0.0
1882,,0.0
1883,,0.0
1884,,0.0
1885,,0.0
1886,,0.0
1887,,0.0
1888,,0.0
1889,,0.0
1890,,0.0
1891,,0.0
1892,,0.0
1893,,0.0
1894,,0.0
1895,,0.0
1896,,0.0
1897,,0.0
1898,,0.0
1899,,0.0
1900,,0.0
1901,,0.0
1902,,0.0
1903,,0.0
1904,,0.0
1905,,0.0
1906,,0.0
1907,,0.0
1908,,0.0
1909,,0.0
1910,,0.0
1911,,0.0
1912,,0.0
1913,,0.0
1914,,0.0
1915,,0.0
1916,,0.0
1917,,0.0
1918,,0.0
1919,,0.0
1920,,0.0
1921,,0.0
1922,,0.0
1923,,0.0
1924,,0.0
1925,,0.0
1926,,0.0
1927,,0.0
1928,,0.0
1929,,0.0
1930,,0.0
1931,,0.0
1932,,0.0
1933,,0.0
1934,,0.0
1935,,0.0
1936,,0.0
1937,,0.0
1938,,0.0
1939,,0.0
1940,,0.0
1941,,0.0
1942,,0.0
1943,,0.0
1944,,0.0
1945,,0.0
1946,,0.0
1947,,0.0
1948,,0.0
1949,,0.0
1950,,0.0
1951,,0.0
1952,,0.0
1953,,0.0
1954,,0.0
1955,,0.0
1956,,0.0
1957,,0.0
1958,,0.0
1959,,0.0
1960,,0.0
1961,,0.0
1962,,0.0
1963,,0.0
1964,,0.0
1965,0.0018,0.0
1966,0.0019299999999999999,0.0
1967,0.0019199999999999998,0.0
1968,0.00209,0.0
1969,0.00234,0.0
1970,0.00262,8.51e-06
1971,0.00231,8.609999999999999e-06
1972,0.00296,8.7e-06
1973,0.003,8.8e-06
1974,0.0030600000000000002,8.89e-06
1975,0.00318,8.97e-06
1976,0.00344,9.04e-06
1977,0.00372,9.129999999999999e-06
1978,0.00424,9.21e-06
1979,0.00464,9.299999999999999e-06
1980,0.004860000000000001,9.390000000000002e-06
1981,0.005059999999999999,9.52e-06
1982,0.00538,9.64e-06
1983,0.0054,9.780000000000001e-06
1984,0.00547,9.93e-06
1985,0.00553,1.01e-05
1986,0.00535,1.03e-05
1987,0.004900000000000001,1.0500000000000001e-05
1988,0.00471,1.07e-05
1989,0.0046,1.08e-05
1990,0.00733,1.1e-05
1991,0.00733,1.11e-05
1992,0.00733,1.12e-05
1993,0.00733,1.1299999999999999e-05
1994,0.00733,1.1400000000000001e-05
1995,0.00733,1.1400000000000001e-05
1996,0.00733,1.15e-05
1997,0.00733,1.1599999999999999e-05
1998,0.00733,1.17e-05
1999,0.00733,1.18e-05
2000,0.00733,1.1900000000000001e-05
2001,0.00733,1.1900000000000001e-05
2002,0.011,1.2e-05
2003,0.011,1.21e-05
2004,0.011,1.21e-05
2005,0.011,1.22e-05
2006,0.00733,1.22e-05
2007,0.011,1.23e-05
2008,0.011,1.23e-05
2009,0.011,1.23e-05
2010,0.00733,1.23e-05
2011,0.00733,1.23e-05
2012,0.011,1.23e-05
2013,0.011,1.72e-05
2014,0.011,2.2100000000000002e-05
2015,0.011,2.7e-05
2016,0.011,3.1899999999999996e-05
2017,0.011,3.68e-05
2018,0.011300000000000001,4.1700000000000004e-05
2019,0.0159,3.49e-05
