year,IPC1,IPC4,IPCMAG
1750,6.66e-06,8.01e-06,1.12e-05
1751,6.73e-06,8.1e-06,1.1299999999999999e-05
1752,6.79e-06,8.18e-06,1.1400000000000001e-05
1753,6.8599999999999995e-06,8.26e-06,1.15e-05
1754,6.92e-06,8.34e-06,1.1599999999999999e-05
1755,6.99e-06,8.42e-06,1.17e-05
1756,7.05e-06,8.5e-06,1.1900000000000001e-05
1757,7.12e-06,8.580000000000001e-06,1.2e-05
1758,7.18e-06,8.66e-06,1.21e-05
1759,7.25e-06,8.74e-06,1.22e-05
1760,7.3099999999999995e-06,8.82e-06,1.23e-05
1761,7.3800000000000005e-06,8.91e-06,1.24e-05
1762,7.440000000000001e-06,8.99e-06,1.25e-05
1763,7.51e-06,9.07e-06,1.26e-05
1764,7.57e-06,9.15e-06,1.2800000000000001e-05
1765,7.64e-06,9.23e-06,1.29e-05
1766,7.7e-06,9.31e-06,1.3e-05
1767,7.77e-06,9.390000000000002e-06,1.31e-05
1768,7.83e-06,9.469999999999999e-06,1.32e-05
1769,7.9e-06,9.55e-06,1.33e-05
1770,7.96e-06,9.63e-06,1.34e-05
1771,8.02e-06,9.72e-06,1.35e-05
1772,8.09e-06,9.8e-06,1.3700000000000001e-05
1773,8.15e-06,9.88e-06,1.38e-05
1774,8.22e-06,9.96e-06,1.3899999999999999e-05
1775,8.279999999999999e-06,1e-05,1.4e-05
1776,8.34e-06,1.01e-05,1.41e-05
1777,8.41e-06,1.02e-05,1.4200000000000001e-05
1778,8.47e-06,1.03e-05,1.43e-05
1779,8.53e-06,1.0399999999999999e-05,1.45e-05
1780,8.6e-06,1.0399999999999999e-05,1.46e-05
1781,8.66e-06,1.0500000000000001e-05,1.47e-05
1782,8.72e-06,1.06e-05,1.48e-05
1783,8.789999999999999e-06,1.07e-05,1.49e-05
1784,8.85e-06,1.08e-05,1.4999999999999999e-05
1785,8.91e-06,1.08e-05,1.5100000000000001e-05
1786,8.98e-06,1.09e-05,1.52e-05
1787,9.04e-06,1.1e-05,1.54e-05
1788,9.100000000000001e-06,1.11e-05,1.55e-05
1789,9.16e-06,1.12e-05,1.56e-05
1790,9.23e-06,1.1299999999999999e-05,1.57e-05
1791,9.289999999999999e-06,1.1299999999999999e-05,1.58e-05
1792,9.35e-06,1.1400000000000001e-05,1.59e-05
1793,9.41e-06,1.15e-05,1.6e-05
1794,9.48e-06,1.1599999999999999e-05,1.61e-05
1795,9.54e-06,1.17e-05,1.63e-05
1796,9.6e-06,1.17e-05,1.6400000000000002e-05
1797,9.66e-06,1.18e-05,1.65e-05
1798,9.72e-06,1.1900000000000001e-05,1.66e-05
1799,9.79e-06,1.2e-05,1.67e-05
1800,9.849999999999999e-06,1.21e-05,1.68e-05
1801,9.91e-06,1.21e-05,1.6899999999999997e-05
1802,9.97e-06,1.22e-05,1.7100000000000002e-05
1803,1e-05,1.23e-05,1.72e-05
1804,1.01e-05,1.24e-05,1.73e-05
1805,1.02e-05,1.25e-05,1.74e-05
1806,1.02e-05,1.26e-05,1.7500000000000002e-05
1807,1.03e-05,1.26e-05,1.76e-05
1808,1.03e-05,1.2699999999999999e-05,1.77e-05
1809,1.0399999999999999e-05,1.2800000000000001e-05,1.78e-05
1810,1.0500000000000001e-05,1.29e-05,1.7999999999999997e-05
1811,1.0500000000000001e-05,1.3e-05,1.8100000000000003e-05
1812,1.06e-05,1.3e-05,1.8200000000000002e-05
1813,1.06e-05,1.31e-05,1.83e-05
1814,1.07e-05,1.32e-05,1.84e-05
1815,1.08e-05,1.33e-05,1.85e-05
1816,1.08e-05,1.34e-05,1.8599999999999998e-05
1817,1.09e-05,1.34e-05,1.87e-05
1818,1.09e-05,1.35e-05,1.89e-05
1819,1.1e-05,1.3599999999999999e-05,1.9e-05
1820,1.11e-05,1.3700000000000001e-05,1.91e-05
1821,1.11e-05,1.3700000000000001e-05,1.91e-05
1822,1.11e-05,1.38e-05,1.92e-05
1823,1.11e-05,1.38e-05,1.93e-05
1824,1.12e-05,1.38e-05,1.93e-05
1825,1.12e-05,1.3899999999999999e-05,1.94e-05
1826,1.12e-05,1.3899999999999999e-05,1.94e-05
1827,1.12e-05,1.4e-05,1.95e-05
1828,1.1299999999999999e-05,1.4e-05,1.95e-05
1829,1.1299999999999999e-05,1.4e-05,1.96e-05
1830,1.1299999999999999e-05,1.41e-05,1.96e-05
1831,1.1299999999999999e-05,1.4e-05,1.96e-05
1832,1.12e-05,1.4e-05,1.95e-05
1833,1.11e-05,1.3899999999999999e-05,1.94e-05
1834,1.11e-05,1.38e-05,1.93e-05
1835,1.1e-05,1.3700000000000001e-05,1.92e-05
1836,1.09e-05,1.3700000000000001e-05,1.91e-05
1837,1.09e-05,1.3599999999999999e-05,1.9e-05
1838,1.08e-05,1.35e-05,1.89e-05
1839,1.08e-05,1.35e-05,1.88e-05
1840,1.07e-05,1.34e-05,1.87e-05
1841,1.07e-05,1.35e-05,1.88e-05
1842,1.08e-05,1.35e-05,1.89e-05
1843,1.08e-05,1.3599999999999999e-05,1.89e-05
1844,1.08e-05,1.3599999999999999e-05,1.9e-05
1845,1.09e-05,1.3700000000000001e-05,1.91e-05
1846,1.09e-05,1.3700000000000001e-05,1.92e-05
1847,1.1e-05,1.38e-05,1.92e-05
1848,1.1e-05,1.38e-05,1.93e-05
1849,1.1e-05,1.3899999999999999e-05,1.94e-05
1850,1.11e-05,1.4e-05,1.95e-05
1851,1.07e-05,1.3899999999999999e-05,1.94e-05
1852,1.0399999999999999e-05,1.3899999999999999e-05,1.93e-05
1853,1.03e-05,1.38e-05,1.93e-05
1854,1.02e-05,1.38e-05,1.92e-05
1855,1.02e-05,1.3700000000000001e-05,1.91e-05
1856,1.0399999999999999e-05,1.3700000000000001e-05,1.91e-05
1857,1.06e-05,1.3599999999999999e-05,1.9e-05
